tweet;clean_tweet;sentiment_svm;sentiment_smote
BGN Perketat Prosedur Pembuatan dan Pengawasan MBG #prabowo #viral #gizi #mbg #fyp https://t.co/2YPSz5Pc5W;bgn perketat prosedur pembuatan pengawasan mbg;netral;netral
@yawnzdzn gaji lu dipotong itu nanti kalo nyasar gitu xixixixi. cobain dulu minum ale ale sekali gak bakal langsung mati dan keracunan kok kayak program makan siang gratis itu.;gaji lu dipotong nanti kalo nyasar gitu xixixixi cobain dulu minum ale ale sekali gak bakal langsung mati keracunan kok kayak program makan siang gratis;negatif;negatif
MBG SEBAIKNYA DIBATALKAN: 1.Anak Papua bilang: Kami tidak butuh makan gratis. Yg Kami butuhkan adalah pendidikan gratis. 2.Rakyat NKRI tidak pernah teriak2 minta makan gratis. 3.Ganti saja program MBG kpd program lain yg lebih dibutuhkan rakyat.;mbg sebaiknya dibatalkan anak papua bilang kami tidak butuh makan gratis yg kami butuhkan pendidikan gratis rakyat nkri tidak pernah teriak minta makan gratis ganti saja program mbg kpd program lain yg lebih dibutuhkan rakyat;negatif;negatif
@fajarnugros @pengincumlaude Kata kaum 02 mah kota setara Jakarta tuh yg bisa makan nasi dan MBG kocak lu tolol pikirannya makan doank ama nunggu bansos;kata kaum mah kota setara jakarta tuh yg bisa makan nasi mbg kocak lu tolol pikirannya makan doank ama nunggu bansos;negatif;negatif
@Dospemz Kalau semua produk mengarah ke instan atau produk jadi tanpa olahan kenapa harus ada dapur MBG ?;kalau semua produk mengarah instan produk tanpa olahan kenapa harus ada dapur mbg;netral;netral
dia belum siap makan gratis 7 malem https://t.co/jbDrJAWjBo;dia belum siap makan gratis malem;netral;netral
 Terlihat mencekam di medsos Emang gw rasa nyawa rakyat ga dianggep penting deh pas MBG cuma dijadiin persentase sekarang udah sebanyak itu korban yang meninggal masih dianggap cuma mencekam di medsos ;lihat mencekam medsos emang gw rasa nyawa rakyat ga dianggep penting deh pas mbg cuma dijadiin persentase sekarang udah sebanyak korban meninggal masih dianggap cuma mencekam medsos;negatif;negatif
@flochart @pengincumlaude Iya lah much harder. Kalau mbg kan gampang (gampangin nyawa orang) ada kasus keracunan tinggal pidato + janjiin korban jadi polisi;iya lah much harder kalau mbg kan gampang gampangin nyawa orang ada kasus keracunan tinggal pidato janjiin korban polisi;netral;netral
"@wibisonoys @BosPurwa @KPK_RI @mbg Noted terima kasih atas catatannya. Berdasarkan update Desember 2025 (sumber: DW Kompas CELIOS) kritik MBG mencakup irasionalitas distribusi saat libur sekolah penolakan siswa &amp; potensi korupsi. Pemerintah klaim perbaiki via audit &amp; pengawasan Pemda. Evaluasi tunjukkan";noted terima kasih atas catatannya berdasarkan update desember sumber dw kompas celios kritik mbg mencakup irasionalitas distribusi saat libur sekolah penolakan siswa amp potensi korupsi pemerintah klaim perbaiki via audit amp pengawasan pemda evaluasi tunjukkan;negatif;negatif
Walaupun kasus keracunan MBG sering terjadi program tetap lanjut terus. Walaupun sdh dievaluasi sepertinya tidak ada perubahan yg berarti.;walaupun kasus keracunan mbg sering terjadi program tetap lanjut terus walaupun sdh dievaluasi sepertinya tidak ada perubahan yg berarti;negatif;negatif
kuliah mahal bgt si anjwenk mbg mbg tai;kuliah mahal bgt si anjwenk mbg mbg tai;negatif;negatif
Launching Ground Breaking Serentak Kapolres Trenggalek Letakkan Batu Pertama SPPG Polri di Watulimo Polri berkomitmen untuk mendukung dan berkontribusi program pemerintah. Salah satunya adalah Makan Bergizi Gratis atau MBG. Hal ini dibuktikan dengan pembangunan sejumlah https://t.co/IYKyhIhl4i;launching ground breaking serentak kapolres trenggalek letak batu pertama sppg polri watulimo polri berkomitmen mendukung berkontribusi program pemerintah salah satunya makan bergizi gratis mbg hal dibuktikan pembangunan sejumlah;positif;positif
ahh setiap ga ngantor pasti ada makan siang gratis ;ahh setiap ga ngantor pasti ada makan siang gratis;netral;netral
 apa yang lebih lucu dari 02 hatter gf staff mbg bf;apa lebih lucu hatter gf staff mbg bf;negatif;negatif
Program Makan Bergizi Gratis membentuk SDM yang unggul dan membanggakan. #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/MHQlQ0kMti;program makan bergizi gratis membentuk sdm unggul membanggakan;positif;positif
pak @prabowo tolong bayarin ukt teman teman saya kita semua ga butuh makan gratis butuh pendidikan gratis https://t.co/KuGf6ld8Lo;pak tolong bayarin ukt teman teman saya kita semua ga butuh makan gratis butuh pendidikan gratis;negatif;negatif
Rutin Kunjungi SD Hingga SMA untuk Pantau MBG Gibran Diminta ke Kampus: Nanti Ditanya IPK Cengar-cengir.. https://t.co/Zl7GsyZv7X;rutin kunjungi sd hingga sma pantau mbg gibran diminta kampus nanti ditanya ipk cengarcengir;netral;netral
Seminggu dikasih 2x makan siang gratis. I feel anak sekolah yg dpt program makan siang;seminggu dikasih x makan siang gratis i feel anak sekolah yg dpt program makan siang;negatif;negatif
Polrestabes Palembang Berbagi Makan Siang Gratis Melalui Polsek Ilir Timur I Kepedulian terhadap masyarakat terus diwujudkan melalui aksi nyata. Polrestabes Palembang kembali menggelar kegiatan sosial berupa pembagian makan siang gratis https://t.co/FZB7NP5o0G;polrestabes palembang berbagi makan siang gratis melalui polsek ilir timur i kepedulian terhadap masyarakat terus diwujudkan melalui aksi nyata polrestabes palembang kembali menggelar kegiatan sosial berupa pembagian makan siang gratis;positif;positif
ada orang percaya dikasih makan siang gratis aja udah aneh?? https://t.co/pw8OCT02SC;ada orang percaya dikasih makan siang gratis aja udah aneh;negatif;negatif
@nyznvyz Jangan2 program makan siang gratis itu buat pesugihan ternyata....;jangan program makan siang gratis buat pesugihan ternyata;negatif;negatif
Kementerian makan siang gratis belanda ini berarti yg kudu tanggung jawab.;kementerian makan siang gratis belanda berarti yg kudu tanggung jawab;negatif;negatif
klo mau makan gratis minta ke wowok aja;klo mau makan gratis minta wowok aja;negatif;negatif
@kompascom Hak anak dapat MBG hak anak juga kritik kualitas MBG. Pemerintahnya saja yg bebal.;hak anak dapat mbg hak anak kritik kualitas mbg pemerintahnya saja yg bebal;negatif;negatif
Contoh nyata: Program Makan Bergizi Gratis (MBG). Niatnya baik: meningkatkan gizi anak memberdayakan pangan lokal membangun kualitas generasi muda.;contoh nyata program makan bergizi gratis mbg niatnya baik meningkatkan gizi anak memberdayakan pangan lokal bangun kualitas generasi muda;positif;positif
day 1 diserang sama warga tiktok karena menjelekan program makan siang gratis;day diserang sama warga tiktok menjelekan program makan siang gratis;netral;netral
@tadunkdunk @ardisatriawan @MIBAgent_ @gibran_tweet Program makan siang gratis atau pengendalian penduduk iki sakjane tel @prabowo;program makan siang gratis pengendalian penduduk iki sakjane tel;netral;netral
@dosenkesmas Kalo bulan ramadhan ini MGB jalan juga ga ya? Terlebih ke anak² yg sudah belajar puasa. Masa iya kamu ga usah puasa dek. Ada MBG di sekolah kan aneehh;kalo bulan ramadhan mgb jalan ga ya terlebih anak yg sudah ajar puasa masa iya kamu ga usah puasa dek ada mbg sekolah kan aneehh;netral;netral
@ARSIPAJA Mestinya program makan siang gratis yg di evaluasi sdh menghabiskan ratusan triliun tpi anak pedalaman blm jg merasakannya mgb hanya di nikmati ana di kota mending dihentikan ;mestinya program makan siang gratis yg evaluasi sdh menghabiskan ratusan triliun tpi anak pedalaman blm jg merasakannya mgb hanya nikmati ana kota mending dihentikan;negatif;negatif
Program Makan Bergizi Gratis (MBG) hadir sebagai langkah strategis membentuk generasi sehat cerdas dan berdaya saing tinggi demi terwujudnya visi Indonesia Emas 2045. #PenuhiGiziIndonesia https://t.co/JQdNvSwdoa;program makan bergizi gratis mbg hadir langkah strategis membentuk generasi sehat cerdas berdaya saing tinggi demi terwujudnya visi indonesia emas;positif;positif
Makan bergizi gratis mendorong pertumbuhan anak agar lebih baik dan penuh gizi https://t.co/ssqqNlfmHf;makan bergizi gratis mendorong pertumbuhan anak agar lebih baik penuh gizi;positif;positif
Udah kek makanan mbg aja basi;udah kek makan mbg aja basi;negatif;negatif
Makan Bergizi Gratis Menyehatkan Anak Bangsa https://t.co/dlvtIVt8G3;makan bergizi gratis menyehatkan anak bangsa;positif;positif
Plt. Deputi I KSP Tinjau Langsung Pelaksanaan Program Makan Bergizi Gratis di Tarakan https://t.co/qrlRnxXWIj;plt deputi i ksp tinjau langsung pelaksanaan program makan bergizi gratis tarakan;positif;positif
Ini harga sembako naik terus ni apa gara2 program MBG taek ini ya?;harga sembako naik terus ni apa gara program mbg taek ya;negatif;negatif
BREAKING NEWS SENIN 29 SEPTEMBER 2025 1. JEJE CABUT KLB MBG KBB 2. BARESKRIM SIDAK SPPG SUKABUMI 3. INNALILLAHI TAPOS BOGOR KRISIS AIR 4. JURNALIS DIANA VALENCIA CNN X PERS ISTANA 5. AKSI BEJAT AYAH KUNINGAN 6. DOKTER BANJAR MINTA MAAF Klik audionya https://t.co/IFDaGyBVUo;breaking news senin september jeje cabut klb mbg kbb bareskrim sidak sppg sukabumi innalillahi tapos bogor krisis air jurnalis diana valencia cnn x pers istana aksi bejat ayah kuningan dokter banjar minta maaf klik audionya;positif;positif
Goblok goblok mkan gizi gratis gandeng china Gandeng jepang lah mkanannya sehat2 fresh Sashimi ikan mentah kita negara pulau laut byk ikan byk Tinggal iris kasih buat buat cuci mulut Hrga buah jatoh klo panen dibuang di sungai Mnding buat anak gizi gratis;goblok goblok mkan gizi gratis gandeng china gandeng jepang lah mkanannya sehat fresh sashimi ikan mentah kita negara pulau laut byk ikan byk tinggal iris kasih buat buat cuci mulut hrga buah jatoh klo panen dibuang sungai mnding buat anak gizi gratis;positif;positif
@convomf Negara kita memang pantas kok dihina-hina wong presiden kita sendiri juga gk pernah peduli dgn masalah yg ada yg dipikirin cuma makan gratis doang;negara kita memang pantas kok dihinahina wong presiden kita sendiri gk pernah peduli dgn masalah yg ada yg dipikirin cuma makan gratis doang;negatif;negatif
Ini bukan susu Ini minuman rasa susu Tipuan khas produsen china Untuk makan gratis https://t.co/7wPT8200pm;bukan susu minum rasa susu tipuan khas produsen china makan gratis;negatif;negatif
@xendless_s Duh.. Sya fikir program makan siang gratis ;duh sya fikir program makan siang gratis;negatif;negatif
"Indonesia dan Prancis sepakat investasi senilai 11 miliar dolar AS dukung program Makan Bergizi Gratis dengan target 1.000 SPPG. Forum bisnis ini perkuat sinergi dagang &amp; investasi kedua negara. #anindyabakrie #ketuaumumkadinindonesia #MBG #investasi #indonesiaprancis https://t.co/ExUxIL3LFM";indonesia prancis sepakat investasi senilai miliar dolar as dukung program makan bergizi gratis target sppg forum bisnis perkuat sinergi dagang amp investasi kedua negara;positif;positif
Selamat Pagi Sobat PR! Hari ini Koran Pikiran Rakyat membahas usut tuntas kasus e-KTP Ilegal ongkos haji 2026 sudah ditetapkan hingga evaluasi MBG yang dipertanyakan. Untuk pembahasan lengkapnya bisa beli dan baca di Koran Harian Umum Pikiran Rakyat! #PikiranRakyat #PRMN https://t.co/ZWzOwauPHJ;selamat pagi sobat pr hari koran pikiran rakyat membahas usut tuntas kasus ektp ilegal ongkos haji sudah ditetapkan hingga evaluasi mbg dipertanyakan pembahasan lengkapnya bisa beli baca koran harian umum pikiran rakyat;netral;netral
trauma banget sama kata2 gizi gratis ;trauma banget sama kata gizi gratis;positif;positif
Program Makan Bergizi Gratis (MBG) di Tulungagung tak hanya menekan angka stunting tetapi juga mengangkat kesejahteraan masyarakat secara menyeluruh. Langkah strategis untuk masa depan yang lebih sehat dan kuat. #MBGTulungagung #TekanStunting #GiziUntukMasaDepan https://t.co/7lRn5jouoR;program makan bergizi gratis mbg tulungagung tak hanya menekan angka stunting mengangkat kesejahteraan masyarakat secara menyeluruh langkah strategis masa depan lebih sehat kuat;positif;positif
Sudah ratusan orang yang meninggal tapi masih belum dinyatakan sebagai bencana nasional. Mau menunggu sampai 1.000 lebih ya? Oh iya status bencana nasional bakal perlu dana yg sangat besar sedangkan dana MBG kan gak boleh disentuh.;sudah ratusan orang meninggal tapi masih belum dinyatakan bencana nasional mau menunggu sampai lebih ya oh iya status bencana nasional bakal perlu dana yg sangat besar sedangkan dana mbg kan gak boleh disentuh;negatif;negatif
Makan bergizi gratis tapi tidak sehat. Goblok itu namanya teh;makan bergizi gratis tapi tidak sehat goblok namanya teh;netral;netral
Polrestabes Palembang melalui Polsek Sukarami Berbagi Makan Siang Gratis untuk Masyarakat Polrestabes Palembang melalui jajaran Polsek Sukarami melaksanakan kegiatan Makan Siang Gratis Berbagi untuk Masyarakat pada Kamis (16/10/2025) https://t.co/LesqOE8tnr;polrestabes palembang melalui polsek sukarami berbagi makan siang gratis masyarakat polrestabes palembang melalui jajaran polsek sukarami melaksanakan kegiatan makan siang gratis berbagi masyarakat kamis;positif;positif
MAKAN GRATIS ?? Voucher Shopeefood ? 15:00 WIB Max 1x klaim perhari https://t.co/fPfiDRURML https://t.co/iSUa4VK4Mk;makan gratis voucher shopeefood wib max x klaim perhari;netral;netral
Tidak ada Makan Siang Gratis dan semuanya harus berbayar setelah Perhelatan Pilpres selesai dengan Cara Barter Jabatan - sama halnya ketika diminta untuk membayar Biaya Kampanye Pilpres - benar nggak mas Broo @prabowo #hening;tidak ada makan siang gratis semuanya harus berbayar setelah perhelatan pilpres selesai cara barter jabatan sama halnya ketika diminta bayar biaya kampanye pilpres benar nggak mas broo;negatif;negatif
"@kerjadarirumahq @F2aldi @ainunnajib @prabowo Program MBG Prabowo bertujuan kurangi stunting nasional wajib untuk semua sekolah termasuk swasta agar gizi anak merata meski SPP tinggi. Alasannya: cegah kekurangan gizi tersembunyi &amp; promosikan kesetaraan. Tapi kritik muncul soal implementasi buruk seperti ribuan kasus";program mbg prabowo bertujuan kurangi stunting nasional wajib semua sekolah termasuk swasta agar gizi anak merata meski spp tinggi alasannya cegah kekurangan gizi tersembunyi amp promosikan kesetaraan tapi kritik muncul soal implementasi buruk seperti ribuan kasus;positif;positif
Gov id timbang buang duit buat makan gratis trus jadi tai mending benerin tower + baikin jaringan telepon Susah banget nyari signal buat buka sns yg app gede + upload hasil komisi disini Kek gw masih di era 2010-an;gov id timbang buang duit buat makan gratis trus tai mending benerin tower baikin jaringan telepon susah banget nyari signal buat buka sns yg app gede upload hasil komisi disini kek gw masih era an;negatif;negatif
ga dapet makan siang gratis tpi dapat tas alat tulis gratis;ga dapet makan siang gratis tpi dapat tas alat tulis gratis;netral;netral
Program Makan Bergizi Gratis sangat bermanfaat bagi anak bangsa #Prabowo #100HariKerjaNyata https://t.co/N9g4Hl4t3z;program makan bergizi gratis sangat bermanfaat bagi anak bangsa;positif;positif
Damn harusnya yang diprioritasin masalah kesehatan dong dibanding makan siang gratis itu? Masalah gizi juga masalah kesehatan. Udahlah apa yang mau diharepin dari pemerintahan yang gak jelas ini.;damn harusnya diprioritasin masalah kesehatan dong dibanding makan siang gratis masalah gizi masalah kesehatan udahlah apa mau diharepin pemerintahan gak jelas;negatif;negatif
Tidak ada-kan makan siang gratis...?;tidak adakan makan siang gratis;netral;netral
@DStoickov @mulanbilqis Sy koq punya pemiliran yg agak aneh ya ? Masifnya keracunan MBG apakah ada sabotase ( faktor kesengajaan yg dilakukan oleh pihak2 yg ingin menjatuhkan program MBG Prabowo Gibran) ??? Sebaiknya pihak berwenang menelusuri kejadian2 spt ini ;sy koq punya pemiliran yg agak aneh ya masifnya keracunan mbg apakah ada sabotase faktor kesengajaan yg dilakukan oleh pihak yg ingin jatuh program mbg prabowo gibran sebaiknya pihak berwenang menelusuri kejadian spt;negatif;negatif
Stop mobilisasi buzzer dengan Lanjutkan MBG @Gerindra;stop mobilisasi buzzer lanjutkan mbg;negatif;negatif
Random banget ngimpinya. Dari yang bisa pull up di palang dalam rumah diserang sekumpulan kunti trus kabur dan tau2 jadi manusia yang udah hidup ratusan tahun terus ditawari makan siang gratis sama partai politik hampir tiap hari sampe aku naik ke atas kursi lipat dan orasi.;random banget ngimpinya bisa pull up palang dalam rumah diserang sekumpulan kunti trus kabur tau manusia udah hidup ratusan tahun terus ditawari makan siang gratis sama partai politik hampir tiap hari sampe aku naik atas kursi lipat orasi;netral;netral
